code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603909,合诚股份,建筑施工,福建,51.6,0.25,1.0,67443.52,51216.98,10664.87,21466.53,2.15,0.293,5.97,5.06,20160628,26433.23,2.64,26.83,10.9,41.63,18.8,14733
000639,西王食品,食品,山东,33.21,3.77,4.55,650296.5,184284.69,73231.11,64573.03,1.42,0.309,4.44,4.63,19961126,82778.17,1.82,145.66,48.62,37.4,4.88,18299
600552,凯盛科技,玻璃,安徽,137.44,7.41,7.67,499526.66,304766.03,123305.97,135504.88,1.77,0.016,3.06,2.81,20021108,57846.46,0.75,50.45,15.82,14.93,1.63,30075
300676,华大基因,医疗保健,深圳,126.77,0.4,4.0,416009.97,312806.94,56343.95,252098.59,6.3,0.236,9.3,12.87,20170714,40398.62,1.01,0.0,0.0,61.24,24.34,77471
600755,厦门国贸,商贸代理,福建,11.48,16.65,16.65,7170531.0,6395464.5,132901.81,179032.31,1.08,0.21,9.48,1.24,19961003,513048.25,3.08,52.83,13.19,2.99,1.65,126270
000788,北大医药,化学制药,重庆,233.15,5.59,5.96,197082.13,173004.52,16222.32,19917.28,0.33,0.012,1.93,5.66,19970616,31551.34,0.53,13.94,3.01,21.06,1.51,23259
600099,林海股份,摩托车,江苏,1274.21,2.19,2.19,60970.71,42798.82,12752.74,19940.75,0.91,0.003,2.17,5.94,19970704,3096.46,0.14,6.76,-56.88,12.82,0.54,22239
600496,精工钢构,钢加工,安徽,84.8,15.1,15.1,1003343.69,704259.31,82345.45,33248.25,0.22,0.014,2.51,1.94,20020605,168456.06,1.12,-2.03,-35.53,12.08,1.59,130230
000402,金 融 街,全国地产,北京,16.46,29.87,29.89,11626162.0,8347725.5,258705.52,687306.5,2.3,0.355,9.25,1.26,19960626,1594549.88,5.33,62.0,39.91,31.95,10.62,89647
600423,*ST柳化,农药化肥,广西,0.0,3.99,3.99,341408.0,59835.38,257600.75,50930.59,1.28,-0.22,-0.27,-20.82,20030717,-111638.55,-2.8,-21.09,63.28,2.31,-9.94,35431
600060,海信电器,家用电器,山东,24.17,13.08,13.08,2112776.25,1888999.38,117762.85,225879.02,1.73,0.303,10.41,1.41,19970422,855545.13,6.54,2.09,-46.55,13.75,2.92,75800
601628,中国人寿,保险,北京,32.51,208.24,282.65,280570208.0,0.0,1894500.0,5497100.0,1.94,0.21,10.94,2.59,20070109,12870200.0,4.55,23.52,17.1,0.0,2.26,153442
300662,科锐国际,综合类,北京,78.45,0.45,1.8,48309.45,41254.07,614.22,1327.17,0.07,0.065,2.26,8.99,20170608,14776.48,0.82,0.0,0.0,21.12,5.07,86133
002847,盐津铺子,食品,湖南,43.07,0.31,1.24,79628.06,42565.76,28555.85,28964.47,2.34,0.35,4.6,6.28,20170208,14130.94,1.14,11.52,-11.16,47.85,11.35,20105
300278,华昌达,专用机械,湖北,71.87,2.24,5.45,485779.91,320192.22,32356.19,69121.21,1.27,0.071,2.94,6.91,20111216,38378.98,0.7,35.17,4.87,15.59,4.79,12390
603268,松发股份,陶瓷,广东,92.7,0.41,0.88,98620.57,40562.03,20793.35,24328.34,2.76,0.078,6.51,4.43,20150319,22060.57,2.51,73.36,-23.55,32.78,7.15,10765
000922,*ST佳电,电气设备,黑龙江,0.0,4.58,5.44,278573.94,193452.98,51131.87,114204.02,2.1,-0.014,2.62,3.1,19990618,-37998.73,-0.7,-16.07,75.43,14.94,-3.32,49503
000151,中成股份,商贸代理,北京,61.32,2.67,2.96,240643.97,212063.02,3415.15,44202.65,1.49,0.075,3.48,5.28,20000906,15353.62,0.52,71.62,-8.23,12.86,4.05,41700
000525,红 太 阳,农药化肥,江苏,17.53,5.07,5.81,1124160.75,544957.63,359960.41,293950.5,5.06,0.604,8.8,2.4,19931028,140335.06,2.42,12.37,512.56,30.2,14.36,17291
600062,华润双鹤,化学制药,北京,18.3,6.86,8.69,910635.81,442420.81,233104.2,65991.21,0.76,0.599,8.21,2.67,19970522,538831.25,6.2,8.08,20.13,55.99,16.93,20920
002146,荣盛发展,全国地产,河北,14.18,38.9,43.48,17178522.0,16046731.0,171219.98,463339.16,1.07,0.387,5.43,2.02,20070808,1100030.0,2.53,17.8,29.3,29.64,12.56,126093
300642,透景生命,医疗保健,上海,52.38,0.15,0.6,87440.56,72840.84,10114.37,54890.21,9.15,0.94,13.6,6.05,20170421,18841.01,3.14,0.0,0.0,81.24,39.63,10990
002830,名雕股份,装修装饰,深圳,127.93,0.33,1.33,99828.74,79531.5,10741.71,15653.92,1.17,0.081,4.22,4.89,20161213,24517.25,1.84,7.19,17.92,28.99,3.62,15820
600281,太化股份,化工原料,山西,0.0,5.14,5.14,180228.5,96166.96,6402.18,57746.19,1.12,-0.061,1.01,6.61,20001109,-63445.96,-1.23,-21.67,67.25,3.7,-9.6,31066
300180,华峰超纤,化纤,上海,152.96,3.8,6.31,406240.13,126754.38,196606.09,148253.75,2.35,0.06,5.6,4.59,20110222,62174.45,0.99,57.91,73.42,22.72,6.11,7617
300485,赛升药业,生物制药,北京,33.75,0.84,2.4,223963.8,162667.47,7925.05,103049.53,4.29,0.439,8.92,3.32,20150626,78545.86,3.27,-13.1,-20.11,67.84,39.87,20932
600658,电子城,园区开发,北京,119.26,5.8,7.99,800762.63,704502.0,12591.5,281088.78,3.52,0.025,7.53,1.56,19930524,218983.7,2.74,48.73,160.73,56.26,15.79,14439
600189,吉林森工,林业,吉林,0.0,3.11,3.11,383321.38,126933.47,36928.32,73279.56,2.36,-0.117,4.42,2.11,19981007,14325.05,0.46,-40.8,-160.75,24.24,-34.2,34082
600266,北京城建,区域地产,北京,42.96,15.67,15.67,8541284.0,7436543.0,18750.57,379732.28,2.42,0.169,11.99,1.21,19990203,804379.06,5.13,30.61,-39.23,27.07,6.74,91638
603108,润达医疗,医药商业,上海,71.54,2.22,5.8,453135.44,272311.53,58361.91,130655.52,2.25,0.057,3.71,4.42,20150527,48712.34,0.84,85.96,110.25,27.25,4.37,10018
002438,江苏神通,机械基件,江苏,79.4,2.76,4.86,238404.42,163129.11,47254.23,81485.18,1.68,0.053,3.47,2.44,20100623,34045.09,0.7,9.94,6.18,35.35,8.05,25403
000925,众合科技,专用机械,浙江,0.0,3.05,3.93,545577.25,287864.66,32110.89,202790.61,5.16,-0.08,5.68,3.04,19990611,-18726.24,-0.48,-0.31,-129.43,24.76,-5.07,17211
600076,康欣新材,其他建材,山东,22.28,7.52,10.34,455189.31,235532.92,99376.78,51492.65,0.5,0.223,3.05,3.26,19970526,150746.63,1.46,18.07,18.65,44.98,31.52,62042
002045,国光电器,元器件,广东,107.16,4.16,4.17,302580.63,133337.81,62785.5,41248.12,0.99,0.083,3.22,5.5,20050523,38180.78,0.92,56.97,785.15,17.37,2.47,23087
600346,恒力股份,化纤,辽宁,25.03,9.19,28.26,2023506.63,958933.63,954639.63,90722.06,0.32,0.199,2.12,4.69,20010820,201339.27,0.71,18.09,32.84,13.23,5.16,38745
603288,海天味业,食品,广东,31.01,26.97,27.05,1240747.88,776343.5,380955.72,132204.13,0.49,0.68,3.7,11.3,20140211,498617.31,1.84,20.57,22.7,44.89,24.51,22917
002339,积成电子,电气设备,山东,0.0,2.92,3.79,285759.75,200079.88,27491.43,45900.51,1.21,-0.135,3.9,3.14,20100122,57143.71,1.51,-39.16,-48.81,48.07,-50.0,21940
600488,天药股份,化学制药,天津,133.73,9.61,9.61,307828.5,156483.66,129566.36,60855.96,0.63,0.011,2.58,2.19,20010618,75158.93,0.78,9.01,-36.01,15.53,3.49,69917
002116,中国海诚,建筑施工,上海,30.98,4.15,4.17,370945.91,332441.47,25511.42,10136.48,0.24,0.105,2.89,4.48,20070215,56779.53,1.36,-15.15,-9.7,9.28,4.41,22703
601012,隆基股份,半导体,陕西,23.42,17.56,19.96,2186392.25,1337997.63,479086.44,539248.31,2.7,0.22,5.28,3.91,20120411,312300.38,1.56,21.65,65.04,31.33,16.36,93838
000039,中集集团,轻工机械,深圳,27.69,12.63,29.81,12935796.0,5746785.0,2190655.0,313766.91,1.05,0.16,10.03,1.89,19940408,1799477.63,6.04,40.95,24.18,18.33,3.47,87466
600720,祁连山,水泥,甘肃,21.11,7.76,7.76,1038607.13,247083.2,636559.38,134124.81,1.73,0.238,6.51,1.55,19960716,232293.47,2.99,27.0,1092.46,29.87,7.1,75034
000735,罗 牛 山,农业综合,海南,23.37,10.6,11.52,587096.06,232546.95,161323.56,155903.09,1.35,0.075,3.06,2.29,19970611,66990.93,0.58,222.58,1593.76,35.82,15.83,105000
600988,赤峰黄金,黄金,内蒙,64.75,6.1,7.13,484791.44,236291.3,105522.07,94361.81,1.32,0.111,3.59,4.01,20040414,88239.61,1.24,12.78,-11.12,23.4,8.09,87088
600775,南京熊猫,通信设备,江苏,232.22,6.72,9.14,539520.63,392272.5,96120.96,146413.38,1.6,0.012,3.65,2.99,19961118,70120.61,0.77,23.9,-71.69,12.75,1.25,35645
000088,盐 田 港,港口,深圳,59.33,19.42,19.42,870486.69,130727.22,31018.97,79510.81,0.41,0.079,3.13,3.0,19970728,250004.16,1.29,26.55,-3.01,48.6,97.38,83475
000022,深赤湾Ａ,港口,深圳,31.87,4.65,6.45,685377.25,100217.21,299002.75,16748.02,0.26,0.215,7.52,3.65,19930505,352023.53,5.46,6.11,14.54,44.15,29.64,45296
002422,科伦药业,化学制药,四川,33.02,9.83,14.4,2558553.5,1024938.13,945633.88,348621.25,2.42,0.134,8.18,2.16,20100603,596900.06,4.15,21.45,-7.47,43.82,7.91,38987
600406,国电南瑞,软件服务,江苏,60.38,22.06,24.29,1668207.25,1467537.0,55041.55,114886.0,0.47,0.144,3.49,4.98,20031016,422854.41,1.74,10.03,24.68,19.86,8.37,76590
603688,石英股份,矿物制品,江苏,49.48,1.21,3.37,129655.72,78011.21,32640.96,46189.45,1.37,0.124,3.61,3.41,20141031,37424.73,1.11,23.77,28.84,37.29,16.43,20229
600843,上工申贝,纺织机械,上海,31.6,3.05,5.49,350864.44,233066.84,35198.09,96889.55,1.77,0.11,3.61,3.86,19940311,55512.41,1.01,14.45,43.08,29.04,8.32,66372
600515,海航基础,百货,海南,489.53,4.23,39.08,10069674.0,5124673.5,1070530.63,2947276.75,7.54,0.007,9.85,1.29,20020806,162779.86,0.42,-30.48,-84.96,35.99,1.89,28912
600791,京能置业,全国地产,北京,193.83,4.52,4.53,497622.16,416316.22,1661.84,13215.23,0.29,0.014,3.41,3.16,19970130,85980.36,1.9,54.96,383.98,55.59,6.53,21492
600150,中国船舶,船舶,上海,0.0,13.78,13.78,5250428.0,3785642.75,1097099.5,462527.91,3.36,-0.052,10.8,2.45,19980520,824530.56,5.98,-29.8,-162.17,10.56,-1.75,147488
002127,南极电商,互联网,江苏,209.27,9.68,15.38,202116.91,131194.11,381.92,52833.8,0.34,0.017,1.01,13.85,20070418,56030.86,0.36,64.57,58.27,72.98,36.85,19586
600838,上海九百,百货,上海,58.31,4.01,4.01,142406.09,24143.4,12098.42,18368.57,0.46,0.055,3.12,4.12,19940224,34518.53,0.86,15.58,23.74,49.88,92.36,63790
603058,永吉股份,广告包装,贵州,86.36,0.42,4.22,85850.65,54624.67,20841.9,13164.51,0.31,0.059,1.9,10.65,20161223,18408.5,0.44,0.0,0.0,42.66,30.64,9752
002182,云海金属,小金属,江苏,38.43,4.51,6.46,365877.5,191029.27,122280.06,46609.55,0.72,0.148,2.3,4.94,20071113,34549.84,0.53,32.54,36.85,13.28,4.08,47100
300357,我武生物,生物制药,浙江,43.93,1.41,1.62,72856.77,56358.66,11639.95,18170.96,1.12,0.487,4.29,9.97,20140121,29968.63,1.85,23.77,45.45,96.96,47.68,11269
600268,国电南自,电气设备,江苏,0.0,6.35,6.35,1081542.88,750565.81,126220.82,96220.06,1.51,-0.206,2.77,2.36,19991118,-3011.75,-0.05,-3.26,-13.68,15.15,-21.59,52649
601000,唐山港,港口,河北,19.37,40.16,45.58,1928948.25,490543.06,1052820.0,355001.03,0.78,0.074,3.05,1.88,20100705,511139.81,1.12,3.79,22.71,36.08,23.99,109851
600962,国投中鲁,软饮料,北京,411.67,2.54,2.62,161697.41,92732.47,56329.88,52681.81,2.01,0.009,3.13,4.48,20040622,-817.21,-0.03,-25.97,-59.0,23.25,1.06,19604
600759,洲际油气,石油开采,海南,222.54,15.81,22.64,1770150.63,344702.59,66205.15,244588.95,1.08,0.006,2.41,2.06,19961008,70285.84,0.31,203.21,950.34,53.42,1.73,68462
300493,润欣科技,通信设备,上海,73.5,1.55,3.0,106798.42,102093.59,319.78,3264.37,0.11,0.096,1.6,8.82,20151210,13119.54,0.44,33.82,23.77,10.84,3.48,19261
002602,世纪华通,汽车配件,浙江,69.22,5.88,10.27,574592.25,212610.92,108932.8,189498.98,1.85,0.122,4.39,7.68,20110728,150839.48,1.47,2.79,3.0,31.74,14.58,14100
002852,道道全,食品,湖南,37.24,0.25,1.0,238572.97,168870.94,56054.7,121628.07,12.16,1.08,18.5,3.81,20170310,51078.94,5.11,0.0,0.0,12.78,6.73,28268
600370,三房巷,纺织,江苏,54.96,7.97,7.97,172819.02,137637.0,31607.75,5900.81,0.07,0.019,1.58,2.66,20030306,29796.61,0.37,16.15,8.82,13.02,6.25,32158
300137,先河环保,环境保护,河北,163.05,2.96,3.44,177784.31,118766.05,24221.95,67777.0,1.97,0.038,4.25,5.87,20101105,39318.23,1.14,27.72,37.13,47.13,7.24,35098
603306,华懋科技,汽车配件,福建,25.45,0.74,2.14,156188.27,107527.7,39348.1,40691.45,1.9,0.338,6.42,5.36,20140926,69574.8,3.25,5.86,5.27,44.79,30.4,13778
600796,钱江生化,农药化肥,浙江,38.18,3.01,3.01,100050.18,40406.92,40224.39,3758.08,0.12,0.117,2.08,4.31,19970408,20801.65,0.69,3.66,47.88,21.86,15.18,35067
002425,凯撒文化,互联网,广东,49.65,6.81,8.14,423524.44,93698.2,1342.81,244888.59,3.01,0.047,4.26,2.2,20100608,45322.6,0.56,24.37,224.85,64.71,29.3,23527
002786,银宝山新,专用机械,深圳,83.43,1.38,3.81,325097.59,226820.3,58814.82,17355.93,0.46,0.08,2.81,4.73,20151223,45974.15,1.21,0.69,-32.81,16.27,2.29,39329
603318,派思股份,专用机械,辽宁,96.91,1.06,3.65,136443.34,79510.46,21858.09,7001.45,0.19,0.071,1.35,10.13,20150424,5926.76,0.16,22.52,2296.28,40.5,10.45,26209
600335,国机汽车,汽车配件,天津,13.62,9.41,10.3,1979460.75,1477162.13,151992.95,223587.66,2.17,0.489,7.12,1.87,20010305,364939.41,3.54,-2.76,18.74,4.95,1.97,16351
603088,宁波精达,专用机械,浙江,110.9,0.25,0.8,68738.36,39108.39,12602.46,23585.03,2.95,0.087,5.96,6.5,20141111,13597.92,1.7,39.58,271.78,34.22,10.65,5556
600848,上海临港,园区开发,上海,112.01,4.0,11.2,1236890.0,964363.69,4358.12,424168.0,3.79,0.05,5.5,4.07,19940324,73836.56,0.66,157.27,1717.33,44.09,16.03,52921
002695,煌上煌,食品,江西,81.26,4.53,5.0,196535.98,124548.36,51539.46,61436.26,1.23,0.071,3.24,7.07,20120905,44586.1,0.89,13.18,85.88,35.17,10.49,101934
600020,中原高速,路桥,河南,8.15,22.47,22.47,4939222.0,412723.28,1871542.75,177404.47,0.79,0.23,5.64,1.0,20030808,386491.63,1.72,81.1,104.64,49.14,23.85,100458
000019,深深宝Ａ,软饮料,深圳,0.0,4.16,4.97,117768.32,61054.28,32681.02,36717.2,0.74,-0.02,2.06,5.91,19921012,14832.15,0.3,-17.65,-60.41,23.05,-16.6,71484
000688,建新矿业,铅锌,重庆,32.72,11.37,11.37,201976.56,66866.55,63473.6,18883.17,0.17,0.076,1.62,6.18,19970120,32291.84,0.28,38.67,761.16,60.31,37.5,45310
300449,汉邦高科,电脑设备,北京,0.0,0.84,1.43,92757.55,83286.9,678.9,29997.19,2.09,-0.107,4.52,5.97,20150422,22676.31,1.58,6.12,-23.14,17.43,-24.62,16101
300680,隆盛科技,汽车配件,江苏,78.61,0.17,0.68,34537.46,20215.64,3445.45,6955.67,1.02,0.097,4.07,7.49,20170725,7567.88,1.11,0.0,0.0,32.21,12.89,34036
603177,德创环保,环境保护,浙江,142.46,0.51,2.02,118216.57,100265.96,13208.0,11099.61,0.55,0.057,2.5,6.49,20170207,15645.1,0.77,22.14,-44.05,23.65,3.25,27282
000429,粤高速Ａ,路桥,广东,15.97,4.69,20.91,1637149.25,308779.34,906998.0,250840.8,1.2,0.137,4.12,2.12,19980220,320728.25,1.53,7.97,51.5,61.76,40.45,61784
600613,神奇制药,中成药,上海,68.42,4.79,5.34,311575.97,198505.75,39118.35,96933.85,1.81,0.04,4.44,2.47,19920820,75635.05,1.42,23.68,-43.29,54.3,6.92,38478
000069,华侨城Ａ,旅游景点,深圳,23.87,61.24,82.06,15794358.0,11673792.0,1421416.75,558120.31,0.68,0.092,5.43,1.62,19970910,2859505.0,3.48,11.91,25.98,45.57,12.3,107634
002532,新界泵业,农用机械,浙江,21.8,3.83,5.15,193780.02,77585.31,52193.59,37985.62,0.74,0.096,2.63,3.19,20101231,56410.28,1.09,21.25,79.6,30.42,17.03,14625
600379,宝光股份,电气设备,陕西,58.47,2.36,2.36,72355.28,48558.15,20251.9,763.87,0.03,0.098,2.05,5.61,20020116,20805.97,0.88,9.4,-3.81,22.14,6.0,17532
603305,旭升股份,汽车配件,浙江,77.27,0.42,4.01,86628.21,32402.9,34200.23,0.0,0.0,0.276,1.7,25.12,20170710,20897.92,0.52,0.0,0.0,46.83,31.51,40304
600684,珠江实业,全国地产,广东,13.07,8.53,8.53,1396491.75,1217302.0,34137.23,8592.11,0.1,0.136,3.15,2.25,19931028,170590.7,2.0,89.91,209.19,35.02,8.6,40970
300368,汇金股份,专用机械,河北,0.0,2.56,5.5,165865.59,74711.25,24723.81,29518.65,0.54,-0.028,1.93,6.94,20140123,23822.4,0.43,11.14,-2.0,44.12,-9.34,40464
002616,长青集团,环境保护,广东,84.92,4.59,7.43,344343.19,105996.36,108761.47,122828.56,1.65,0.034,2.71,4.29,20110920,40655.8,0.55,3.26,-23.79,19.88,5.22,10021
002327,富安娜,纺织,深圳,23.29,4.79,8.69,351953.25,204173.02,52022.34,14192.84,0.16,0.091,3.24,2.62,20091230,188854.81,2.17,0.06,-10.4,50.25,18.39,42905
600608,*ST沪科,普钢,上海,0.0,3.18,3.29,17953.9,13588.87,3091.55,43903.6,1.34,-0.019,-0.06,-137.68,19920327,-83399.31,-2.54,43.76,17.36,5.8,-22.12,30982
600970,中材国际,建筑施工,江苏,16.8,16.83,17.54,3063331.5,2460518.5,193213.63,103365.9,0.59,0.254,4.11,2.08,20050412,393420.91,2.24,3.27,43.26,15.8,5.04,122433
600680,*ST上普,通信设备,上海,0.0,2.57,3.82,278654.34,163682.27,9493.23,86835.21,2.27,-0.361,1.73,7.83,19931018,-70789.93,-1.85,-39.47,-8658.35,17.76,-57.12,45406
600198,大唐电信,通信设备,北京,0.0,8.7,8.82,1227569.25,700967.19,77554.93,369389.81,4.19,-0.148,2.45,6.45,19981021,-246816.5,-2.8,-18.69,13.44,14.57,-8.45,75867
000881,中广核技,综合类,辽宁,123.09,3.08,10.56,1151383.5,829898.5,222074.77,321790.63,3.05,0.036,4.88,3.62,19980902,84000.93,0.8,111.76,-20.65,17.13,3.31,28000
002271,东方雨虹,其他建材,北京,31.96,5.64,8.81,1054385.13,718488.13,164960.31,187596.63,2.13,0.56,6.16,5.82,20080910,314070.97,3.56,47.57,35.49,40.41,11.45,26124
600280,中央商场,百货,江苏,18.23,11.48,11.48,1635255.5,1276921.75,258095.8,1277.0,0.01,0.211,1.69,4.56,20000926,30861.11,0.27,40.16,226.51,24.01,5.47,64638
002084,海鸥卫浴,家居用品,广东,60.34,4.05,4.56,185925.73,106529.67,46142.67,26444.75,0.58,0.036,2.63,3.31,20061124,40732.12,0.89,18.66,110.41,20.23,3.56,36427
000021,深科技,电脑设备,深圳,27.57,14.7,14.71,1347354.5,878752.19,236859.75,67823.25,0.46,0.079,3.83,2.28,19940202,188541.56,1.28,-3.34,-22.71,6.14,3.38,111602
600069,银鸽投资,造纸,河南,0.0,8.25,12.49,465396.75,153560.97,242315.75,183992.23,1.47,-0.023,1.59,5.78,19970430,-117043.15,-0.94,6.09,33.67,8.22,-4.58,74520
601969,海南矿业,普钢,海南,113.34,8.59,19.55,749833.56,368944.59,160651.75,266620.81,1.36,0.026,2.53,4.6,20141209,-17205.06,-0.09,289.71,185.79,33.44,10.27,27960
600743,华远地产,区域地产,北京,30.41,23.46,23.46,3032542.25,2889778.25,8541.95,125298.22,0.53,0.035,2.9,1.45,19960909,292996.63,1.25,-44.19,113.09,26.91,23.19,55025
603660,苏州科达,通信设备,江苏,65.37,0.5,2.5,146945.77,124410.92,8135.62,33548.4,1.34,0.301,4.77,8.25,20161201,59926.48,2.4,0.0,0.0,68.66,11.02,13220
002035,华帝股份,家用电器,广东,43.65,5.15,5.82,363422.31,257967.72,56238.98,43558.25,0.75,0.133,3.12,7.42,20040901,87196.65,1.5,31.99,60.88,40.8,6.67,10938
600345,长江通信,通信设备,湖北,15.87,1.98,1.98,172942.2,59172.1,4396.08,39544.65,2.0,0.328,6.88,3.02,20001222,45761.25,2.31,-23.96,408.2,6.74,86.59,17383
600649,城投控股,区域地产,上海,10.88,24.21,25.3,3333626.25,2146911.0,2180.24,143753.97,0.57,0.2,7.17,1.46,19930518,1132448.0,4.48,-64.86,-15.79,35.92,90.77,100477
600433,冠豪高新,造纸,广东,120.98,11.9,12.71,414551.38,141749.45,221100.52,69587.4,0.55,0.013,2.0,3.09,20030619,49112.6,0.39,13.0,47.14,18.0,3.85,61195
000011,深物业A,区域地产,深圳,9.4,1.76,5.96,633609.19,529094.31,7019.06,11995.15,0.2,0.506,4.55,4.18,19920330,174322.98,2.92,429.73,52167.25,74.73,29.04,45677
603936,博敏电子,元器件,广东,61.35,0.56,1.67,210654.66,97767.77,85731.3,34337.15,2.05,0.218,5.74,4.65,20151209,41099.9,2.46,25.93,40.2,17.51,4.75,19082
600302,标准股份,纺织机械,陕西,47.43,3.46,3.46,165349.25,130074.01,18548.4,34744.48,1.0,0.043,3.56,2.28,20001213,30718.46,0.89,32.37,217.99,19.64,7.62,20824
600732,ST新梅,区域地产,上海,28.99,4.46,4.46,70476.72,32508.55,437.3,1219.71,0.03,0.058,0.92,7.31,19960816,-7239.2,-0.16,-71.87,448.76,23.82,396.22,24281
600456,宝钛股份,小金属,陕西,0.0,4.3,4.3,699050.63,418888.56,239075.16,237071.52,5.51,-0.122,7.79,2.73,20020412,37266.44,0.87,25.84,42.16,14.15,-4.58,29291
002028,思源电气,电气设备,上海,162.4,5.79,7.6,616183.81,515938.94,54877.36,9010.03,0.12,0.023,5.56,2.63,20040805,307110.47,4.04,-14.1,-65.0,35.13,2.85,27859
002561,徐家汇,百货,上海,21.5,3.96,4.16,257198.52,155802.13,55770.73,52352.23,1.26,0.153,5.11,2.58,20110303,97469.31,2.34,0.36,-5.63,28.41,11.21,39000
000637,茂化实华,石油加工,广东,26.58,3.66,5.2,124938.35,75160.06,36629.9,697.15,0.01,0.069,1.72,4.29,19961114,16640.25,0.32,86.6,231.12,6.82,3.23,40621
600383,金地集团,全国地产,深圳,14.98,45.14,45.14,16346011.0,13288773.0,117799.27,361586.19,0.8,0.193,8.48,1.36,20010412,2775765.25,6.15,-13.51,160.21,35.55,15.07,57331
000158,常山股份,纺织,河北,0.0,10.15,16.53,1182317.63,657633.19,136146.3,327852.31,1.98,-0.008,3.47,3.19,20000724,94194.0,0.57,6.67,54.01,6.76,-0.63,57251
600058,五矿发展,商贸代理,北京,409.51,10.72,10.72,2645464.5,2253106.75,122136.63,417867.06,3.9,0.009,4.67,3.03,19970528,-121817.02,-1.14,68.84,-94.27,3.27,0.08,78504
601888,中国国旅,旅游服务,北京,19.98,19.52,19.52,1811284.63,1434994.75,148417.45,481778.66,2.47,0.368,6.61,4.45,20091015,704070.88,3.61,10.54,3.08,30.14,12.42,17340
002658,雪迪龙,环境保护,北京,178.76,3.04,6.05,195962.17,151306.73,15653.09,24627.42,0.41,0.021,2.86,5.15,20120309,77179.27,1.28,16.01,9.48,49.43,8.0,54429
002595,豪迈科技,专用机械,山东,26.1,5.2,8.0,405796.03,195841.31,120545.22,50634.4,0.63,0.195,4.61,4.43,20110628,208074.56,2.6,20.04,8.47,37.67,23.62,21957
600860,*ST京城,专用机械,北京,0.0,3.22,4.22,189423.27,82330.35,82739.35,68380.31,1.62,-0.104,1.23,5.79,19940506,-63271.18,-1.5,10.46,29.14,11.61,-8.22,18828
000530,大冷股份,机械基件,辽宁,45.98,5.9,8.56,499429.84,204396.5,50887.09,102580.81,1.2,0.039,3.82,1.87,19931208,66202.96,0.77,18.53,30.44,15.17,7.01,37728
603903,中持股份,环境保护,北京,537.23,0.26,1.02,98439.5,60920.82,215.38,41007.73,4.0,0.03,6.44,7.08,20170314,13600.49,1.33,0.0,0.0,26.4,3.04,27200
600301,ST南化,化工原料,广西,0.0,2.35,2.35,80728.5,40227.73,4347.96,110641.82,4.71,-0.04,1.1,8.38,20000712,-113888.01,-4.84,-44.76,36.09,6.28,-42.09,11487
600874,创业环保,环境保护,天津,55.74,10.87,14.27,1082913.25,362341.81,40561.7,39911.5,0.28,0.084,3.31,5.62,19950630,245676.91,1.72,7.31,24.29,41.99,24.43,81009
300021,大禹节水,农业综合,甘肃,72.11,6.54,7.97,242546.52,186965.19,28680.3,73709.7,0.92,0.029,1.7,4.88,20091030,27800.0,0.35,23.85,90.28,29.84,11.83,40392
000937,冀中能源,煤炭开采,河北,22.54,29.07,35.34,4391692.0,1597231.75,1432225.88,415691.5,1.18,0.161,5.37,1.36,19990909,933696.69,2.64,82.02,6128.66,23.92,5.58,132996
000037,深南电A,火力发电,深圳,0.0,3.39,6.03,304307.06,136147.98,148324.63,36277.09,0.6,-0.038,3.19,2.94,19940701,62164.26,1.03,25.12,59.92,5.18,-2.59,30717
603315,福鞍股份,机械基件,辽宁,353.66,0.78,2.0,108842.55,61863.86,33662.71,28825.69,1.44,0.012,3.28,5.09,20150424,14156.29,0.71,-29.26,-80.3,23.77,4.08,28189
