,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
2213,300392,腾信股份,0.93,-13.08,11.5,16.76,-1.22,5982.98,16.43,,10-24
2214,300239,东宝生物,0.02,-90.59,1.72,0.92,-0.11,318.94,-90.56,,10-24
2215,002114,罗平锌电,0.1,-140.0,,3.63,,2838.29,-162.21,,10-24
2216,300108,双龙股份,0.23,44.65,5.23,3.71,0.1,3485.81,61.66,,10-24
2217,000100,TCL集团,0.25,64.7,1.86,13.47,0.47,221927.29,75.44,,10-24
2218,300126,锐奇股份,0.16,-43.71,3.32,4.87,-0.06,4870.66,12.58,,10-24
2219,600511,国药股份,0.78,16.69,4.93,16.78,0.61,37484.54,16.69,,10-24
2220,002681,奋达科技,0.36,-45.92,,9.19,,10889.26,8.16,,10-24
2221,300170,汉得信息,0.24,-40.0,2.76,9.11,-0.11,12938.58,23.87,,10-24
2222,300226,上海钢联,0.04,-71.04,2.76,1.66,-1.93,633.7,-62.33,,10-24
2223,002620,瑞和股份,0.38,-34.48,,4.5,,4502.8,-34.93,,10-24
2224,000519,江南红箭,0.36,-12.88,,7.18,,26745.94,6.93,,10-24
2225,300378,鼎捷软件,0.21,,7.36,3.83,-0.56,3388.26,-29.31,,10-24
2226,300072,三聚环保,0.55,129.17,3.55,18.1,-0.52,28046.14,128.99,,10-24
2227,002209,达意隆,0.06,-25.66,,1.69,,1091.76,-25.65,,10-24
2228,300222,科大智能,0.31,416.67,7.65,4.44,-0.05,4206.49,549.86,,10-24
2229,600641,万业企业,0.33,86.53,,8.45,,26226.41,86.53,,10-24
2230,300188,美亚柏科,0.13,98.44,3.84,3.36,-0.22,2827.61,99.69,,10-24
2231,300313,天山生物,0.07,-23.33,4.41,1.55,-0.05,624.56,-23.35,,10-24
2232,600063,皖维高新,0.08,-424.0,,4.74,,12164.94,-419.23,,10-24
2233,002682,龙洲股份,0.18,-53.85,,3.53,,3797.13,-52.8,,10-24
2234,300246,宝莱特,0.15,-13.42,2.74,5.72,0.1,2252.17,-13.44,,10-24
2235,000861,海印股份,0.12,-77.02,,6.85,,13047.22,-49.25,,10-24
2236,300346,南大光电,0.35,-31.37,11.51,3.09,0.04,3566.64,-30.35,,10-24
2237,300359,全通教育,0.28,,3.68,14.76,0.22,3124.3,16.21,,10-24
2238,002533,金杯电工,0.16,-30.26,,4.77,,8775.67,14.69,,10-24
2239,300194,福安药业,0.15,-6.25,6.55,2.31,-0.17,3950.88,40.27,,10-24
2240,000001,平安银行,1.37,-4.2,11.09,13.16,-0.45,1569400.0,34.18,,10-24
2241,300031,宝通科技,0.18,-62.5,2.68,6.62,0.26,5305.01,-26.69,,10-24
2242,300253,卫宁健康,0.32,-30.87,3.2,10.91,-0.11,6872.87,39.51,,10-24
2243,300251,光线传媒,0.19,-59.57,2.91,8.54,-0.23,19659.72,-17.6,,10-24
2244,002324,普利特,0.57,11.76,,10.22,,15304.96,11.44,,10-24
2245,300121,阳谷华泰,0.08,-22.9,1.66,4.71,0.03,2166.24,55.87,,10-24
2246,300189,神农基因,-0.08,-161.54,3.18,-2.44,-0.02,-3240.63,-194.61,,10-24
2247,300007,汉威电子,0.26,44.44,5.66,4.6,-0.04,3013.67,40.05,,10-24
2248,600436,片仔癀,1.86,-18.06,,11.5,,29877.22,-15.86,,10-24
2249,000915,山大华特,0.77,22.22,,16.62,,13843.45,21.55,,10-24
2250,300217,东方电热,0.18,-39.3,2.85,6.48,0.13,7203.31,23.12,,10-24
2251,300240,飞力达,0.19,-29.63,5.85,3.37,0.25,3227.3,-27.76,,10-24
2252,000635,英力特,0.26,12.02,,2.85,,7904.18,11.74,,10-24
2253,600516,方大炭素,0.2,25.75,,5.98,,33921.47,35.43,,10-24
2254,300061,康耐特,0.18,96.89,2.74,6.64,0.08,2721.8,209.57,,10-24
2255,601898,中煤能源,0.05,-79.17,,0.76,,65920.2,-79.28,,10-24
2256,300159,新研股份,0.22,-48.84,2.99,7.68,-0.14,8098.11,5.27,,10-24
2257,300338,开元仪器,0.26,-10.62,5.88,4.42,-0.02,3265.97,25.28,,10-24
2258,002401,中海科技,0.15,-23.87,,6.93,,4440.46,14.22,,10-24
2259,600238,海南椰岛,0.09,-62.81,1.98,4.61,,4194.23,-62.82,,10-24
2260,300382,斯莱克,1.07,-28.67,11.07,12.08,1.78,5584.99,-19.3,,10-24
2261,600298,安琪酵母,0.38,-6.95,,4.46,,12349.61,-7.01,,10-24
2262,000688,建新矿业,0.15,-12.21,,16.25,,17173.09,-12.19,,10-24
2263,002189,利达光电,0.05,400.0,,1.85,,929.66,537.27,,10-24
2264,000150,宜华健康,0.0,-93.61,,0.1,,79.82,-93.69,,10-24
2265,300234,开尔新材,0.32,18.52,1.93,18.22,0.13,8534.05,163.26,,10-24
2266,002121,科陆电子,0.21,21.66,,6.17,,8543.88,22.83,,10-24
2267,300158,振东制药,0.14,-30.0,6.79,2.07,-0.06,4062.2,-30.28,,10-24
2268,000626,如意集团,0.58,313.33,,24.49,,11802.37,313.21,,10-24
2269,300014,亿纬锂能,0.16,-69.29,2.38,6.78,-0.2,6238.03,-37.98,,10-24
2270,300377,赢时胜,0.16,23.08,7.03,2.4,-0.3,891.23,51.04,,10-24
2271,600656,*ST博元,-0.02,100.0,,-6.28,,-465.53,103.24,,10-24
2272,300397,天和防务,0.16,11.43,10.29,1.32,-0.17,1439.39,12.09,,10-24
2273,000422,湖北宜化,0.02,-92.34,,0.3,,1817.75,-92.25,,10-24
2274,300269,联建光电,0.51,220.63,8.68,7.03,0.26,7620.75,308.18,,10-24
2275,300190,维尔利,0.26,85.71,8.2,4.11,-0.16,4199.94,98.67,,10-24
2276,300252,金信诺,0.4,189.27,4.59,9.07,0.26,6550.7,192.26,,10-24
2277,300038,梅泰诺,0.21,31.25,6.44,3.27,-0.92,3340.92,31.89,,10-24
2278,000677,*ST海龙,-0.3,-1487.04,,-66.01,,-25883.03,-1485.17,,10-24
2279,000803,金宇车城,0.02,-112.5,,1.75,,260.57,-112.61,,10-24
2280,002635,安洁科技,0.5,-13.79,,7.24,,8964.62,-14.42,,10-24
2281,000062,深圳华强,0.64,274.42,,20.92,,42931.87,274.64,,10-24
2282,600508,上海能源,0.1,-65.52,,0.89,,7127.37,-65.7,,10-24
2283,300129,泰胜风能,0.23,15.0,4.62,5.16,-0.13,7613.43,16.5,,10-24
2284,300100,双林股份,0.31,6.9,3.76,8.71,0.23,8832.9,8.13,,10-24
2285,300320,海达股份,0.46,27.34,5.22,9.17,0.12,6192.73,27.34,,10-24
2286,300335,迪森股份,0.13,-52.93,2.53,5.13,0.28,4065.81,-29.36,,10-24
2287,002238,天威视讯,0.36,5.18,,7.11,,11456.47,4.58,,10-24
2288,601633,长城汽车,1.84,-9.55,,18.83,,558624.79,-9.49,,10-24
2289,300035,中科电气,0.08,-78.95,3.49,2.2,0.01,1856.72,-72.63,,10-24
2290,000799,*ST酒鬼,-0.23,-473.8,,-4.4,,-7603.36,-473.69,,10-24
2291,300396,迪瑞医疗,1.55,6.47,14.51,16.43,1.2,7142.67,6.46,,10-24
2292,300055,万邦达,0.48,6.67,10.31,5.65,-0.54,11134.73,7.52,,10-24
2293,300235,方直科技,0.15,-44.44,2.13,7.29,0.03,2405.67,2.08,,10-24
2294,000818,方大化工,0.06,-164.85,,2.19,,4201.72,-164.83,,10-24
2295,000795,太原刚玉,-0.14,-34.29,,-18.82,,-4723.89,-19.61,,10-24
2296,002116,中国海诚,0.49,-18.94,,19.51,,15050.24,21.83,,10-24
2297,000657,中钨高新,-0.22,1001.5,,-4.06,,-13851.32,3284.85,,10-24
2298,002056,横店东磁,0.64,39.13,,8.57,,26199.25,38.58,,10-24
2299,002677,浙江美大,0.41,46.43,,9.01,,8239.29,49.78,,10-24
2300,300026,红日药业,0.59,-13.24,3.85,16.88,0.12,33478.11,32.15,,10-24
2301,300326,凯利泰,0.27,-46.69,5.07,7.0,0.11,4177.15,9.11,,10-24
2302,002582,好想你,0.3,-48.28,,3.18,,4373.69,-48.86,,10-24
2303,000809,铁岭新城,0.0,-98.45,,0.05,,179.51,-98.32,,10-24
2304,002612,朗姿股份,0.44,-58.46,,3.7,,8806.41,-58.38,,10-24
2305,300141,和顺电气,0.22,-8.33,4.03,5.68,-0.31,3718.27,-4.67,,10-24
2306,300006,莱美药业,-0.08,-133.33,4.95,-1.54,-0.13,-1664.86,-138.67,,10-24
2307,600872,中炬高新,0.26,54.66,,9.47,,20872.05,54.63,,10-24
2308,300400,劲拓股份,0.4,17.65,4.39,10.81,0.24,2371.16,15.52,,10-24
2309,300198,纳川股份,0.1,-75.19,2.65,3.68,0.31,4023.32,-50.27,,10-24
2310,300146,汤臣倍健,0.73,-32.41,3.69,21.23,0.6,47867.15,35.37,,10-24
2311,002198,嘉应制药,0.1,23.7,,6.16,,5057.81,206.11,,10-24
2312,600432,吉恩镍业,-0.02,-50.0,,-0.49,,-1432.29,-59.39,,10-24
2313,300003,乐普医疗,0.39,15.93,3.74,10.83,0.21,31845.82,15.92,,10-24
2314,002661,克明面业,0.76,0.64,,8.88,,6402.36,1.3,,10-24
2315,300307,慈星股份,-0.2,-143.48,4.91,-3.91,-0.28,-15863.1,-142.95,,10-24
2316,002037,久联发展,0.44,2.33,,7.89,,14356.92,0.9,,10-24
2317,300054,鼎龙股份,0.22,29.41,2.57,8.77,0.17,9463.96,100.73,,10-24
2318,300331,苏大维格,0.14,-41.67,5.22,2.77,0.15,1309.31,-10.27,,10-24
2319,000702,正虹科技,0.04,38.94,,2.71,,1187.91,38.78,,10-24
2320,000613,大东海A,-0.0,-23.81,,-2.14,,-173.66,-24.19,,10-24
2321,300365,恒华科技,0.22,,5.55,4.27,-0.46,1927.31,0.78,,10-24
2322,600961,株冶集团,-0.09,-43.75,1.25,-6.87,0.15,-4682.16,-45.43,,10-24
2323,000523,广州浪奇,0.06,40.0,,2.0,,2517.85,38.24,,10-24
2324,300075,数字政通,0.18,-18.18,5.56,3.26,-0.54,3422.09,24.63,,10-24
2325,002721,金一文化,0.21,-55.32,,4.66,,3436.35,-48.39,,10-24
2326,002608,*ST舜船,0.11,-76.09,,1.94,,4168.01,-59.2,,10-24
2327,603306,华懋科技,0.54,18.1,,11.86,,7610.62,18.1,,10-24
2328,000428,华天酒店,-0.01,-105.58,,-0.52,,-860.57,-105.57,,10-24
2329,300183,东软载波,0.83,12.16,8.15,10.37,0.87,18412.21,12.69,,10-24
2330,300124,汇川技术,0.6,-42.31,4.14,14.64,0.23,46469.48,15.27,,10-24
2331,600148,长春一东,0.2,15.29,,7.94,,2773.42,13.49,,10-24
2332,600399,抚顺特钢,0.04,33.33,,1.31,,2262.48,42.66,,10-24
2333,000716,黑芝麻,0.21,47.52,,5.94,,5105.5,74.18,,10-24
2334,300166,东方国信,0.2,-41.18,4.11,4.89,-0.01,5084.75,20.93,,10-24
2335,300309,吉艾科技,0.16,33.33,5.77,2.78,-0.45,3471.18,35.67,,10-24
2336,000010,深华新,-0.02,-335.0,,-2.25,,-1381.16,-256.59,,10-24
2337,300041,回天新材,0.45,25.65,6.08,7.64,0.11,7649.11,25.66,,10-24
2338,300005,探路者,0.35,4.45,2.23,16.47,-0.17,17840.87,25.95,,10-24
2339,000877,天山股份,0.35,1.37,,4.52,,30719.84,1.39,,10-24
2389,601225,陕西煤业,0.09,,,2.66,,92322.8,-71.07,,10-24
2399,300120,经纬电材,0.03,-82.96,2.92,0.88,-0.05,541.84,-79.39,,10-24
2400,002462,嘉事堂,0.81,138.24,,16.13,,19361.22,139.84,,10-24
2401,300379,东方通,0.13,,6.03,2.26,-0.28,678.12,-9.24,,10-24
2402,600864,哈投股份,0.06,-89.13,,1.08,,3257.04,-89.2,,10-24
2403,000751,锌业股份,0.04,-65.83,,3.09,,5806.54,-55.81,,10-24
2404,000088,盐田港,0.18,19.02,,7.05,,34504.66,19.03,,10-24
2405,000791,甘肃电投,0.24,-56.45,,4.91,,17579.33,-56.45,,10-24
2406,600125,铁龙物流,0.2,-21.16,,5.93,,26547.97,-21.16,,10-24
2407,300314,戴维医疗,0.23,-20.69,4.08,5.72,0.11,3665.22,-21.69,,10-24
2408,000835,长城动漫,0.06,996.23,,4.12,,1773.92,1001.98,,10-24
2409,000525,红太阳,0.78,50.83,,11.12,,39798.83,50.82,,10-24
2410,002713,东易日盛,0.21,-4.55,,3.34,,2530.81,14.52,,10-24
2411,300182,捷成股份,0.18,-43.75,3.23,5.85,-0.8,8462.53,18.98,,10-24
2412,300117,嘉寓股份,0.13,-31.58,4.02,3.41,-0.33,4383.61,5.24,,10-24
2418,600497,驰宏锌锗,0.09,-67.47,,2.1,,15290.36,-64.28,,10-24
2419,601939,建设银行,0.76,7.04,4.83,16.61,,19029800.0,7.83,,10-24
2420,300015,爱尔眼科,0.39,-7.14,2.99,14.57,0.63,25492.75,40.03,,10-24
2421,002043,兔宝宝,0.06,50.0,,3.89,,3076.87,78.31,,10-24
2422,300143,星河生物,-0.21,-47.5,3.86,-5.27,0.01,-3080.91,-47.74,,10-24
2423,600684,珠江实业,0.25,-64.79,,9.47,,18074.32,-46.29,,10-24
2424,002049,同方国芯,0.37,-41.03,,9.2,,22505.47,18.49,,10-24
2425,600742,一汽富维,1.88,39.26,,10.67,,39842.48,39.2,,10-24
2426,300021,大禹节水,0.04,-20.0,1.75,2.56,-0.42,1237.99,-17.59,,10-24
2427,300367,东方网力,0.49,-29.95,5.93,8.92,-2.01,5724.83,56.02,,10-23
2428,300254,仟源医药,0.23,54.72,4.69,5.07,0.44,3136.79,54.73,,10-23
2429,300088,长信科技,0.33,-25.0,4.23,8.76,0.03,16795.11,-22.4,,10-23
2430,600520,中发科技,-0.09,-197.44,,-3.16,,-1213.04,-215.74,,10-23
2431,002615,哈尔斯,0.62,29.17,,9.06,,5667.26,30.5,,10-23
2432,002697,红旗连锁,0.17,-48.48,,7.59,,13992.92,5.36,,10-23
2433,300130,新国都,0.38,11.76,9.49,4.18,-0.94,4391.8,14.36,,10-23
2434,002357,富临运业,0.49,62.76,,13.67,,9573.93,62.79,,10-23
2435,300242,明家科技,0.02,-110.17,3.4,0.71,0.23,180.25,-110.18,,10-23
2436,000755,山西三维,0.04,-107.24,,1.04,,1755.49,-107.32,,10-23
2437,300046,台基股份,0.24,5.54,5.68,4.18,0.35,3409.79,5.53,,10-23
2438,300262,巴安水务,0.24,25.98,2.2,11.0,0.24,6273.98,25.94,,10-23
2439,300138,晨光生物,0.07,489.26,5.56,1.29,2.02,1280.34,490.01,,10-23
2440,002029,七匹狼,0.3,-38.78,,4.91,,22837.97,-38.74,,10-23
2441,300287,飞利信,0.19,-29.63,2.28,8.52,-0.6,4773.31,38.41,,10-23
2442,300071,华谊嘉信,0.13,-38.1,1.77,7.37,0.31,4419.88,23.38,,10-23
2443,300387,富邦股份,0.67,-11.44,9.1,9.1,-0.34,3503.88,-3.45,,10-23
2444,300089,文化长城,0.06,-33.33,5.28,1.31,0.16,1029.12,-26.89,,10-23
2445,000673,当代东方,0.02,-600.0,,23.73,,303.95,-585.98,,10-23
2446,603456,九洲药业,0.69,-9.21,,14.15,,10728.09,-9.15,,10-23
2447,300001,特锐德,0.31,-28.9,3.44,9.17,-0.15,12244.38,40.13,,10-23
2448,000050,深天马A,0.4,92.69,,7.48,,31165.52,161.38,,10-23
2449,000980,金马股份,0.06,-40.0,,1.74,,3484.8,8.35,,10-23
2450,300018,中元华电,0.14,7.69,3.71,3.68,0.04,2648.16,6.64,,10-23
2451,300340,科恒股份,-0.16,-426.6,9.01,-1.79,-0.33,-1633.1,-413.05,,10-23
2452,300027,华谊兄弟,0.37,-45.59,3.65,11.82,-0.03,45491.3,10.42,,10-23
2453,300244,迪安诊断,0.44,-16.23,3.13,14.16,0.29,8888.03,43.85,,10-23
2454,600382,广东明珠,2.42,611.76,,40.01,,82755.8,606.67,,10-23
2455,300255,常山药业,0.39,8.33,6.94,5.72,-1.15,7254.8,5.72,,10-23
2456,300153,科泰电源,0.13,30.0,5.8,2.3,-0.25,2137.64,39.22,,10-23
2457,600545,新疆城建,0.09,-50.0,,2.8,,5793.95,-51.01,,10-23
2458,000029,深深房A,0.06,243.29,,3.01,,5700.48,243.84,,10-23
2459,000617,石油济柴,-0.18,-400.0,,-7.37,,-5047.45,-410.18,,10-23
2460,002688,金河生物,0.29,-51.67,,6.75,,6210.5,-5.47,,10-23
2461,600674,川投能源,1.39,108.84,,23.63,,287886.3,119.72,,10-23
2462,000830,鲁西化工,0.21,11.35,,5.25,,30214.71,11.4,,10-23
2463,002288,超华科技,0.09,4.71,,3.0,,3527.18,4.57,,10-23
2464,002228,合兴包装,0.26,36.84,,9.07,,9064.57,36.18,,10-23
2465,300271,华宇软件,0.63,16.67,7.0,9.29,-0.22,9421.75,18.64,,10-23
2466,002537,海立美达,0.16,-44.83,,1.74,,2448.75,-44.87,,10-23
2467,000661,长春高新,1.29,-15.69,,13.21,,16919.48,-15.93,,10-23
2468,000034,深信泰丰,0.15,856.25,,41.0,,5471.7,832.61,,10-23
2469,300058,蓝色光标,0.53,-18.46,4.51,12.32,0.18,50766.18,91.75,,10-23
2470,300343,联创股份,0.16,-82.8,5.93,2.74,-0.84,1305.78,-64.88,,10-23
2471,002708,光洋股份,0.25,-26.47,,8.99,,4597.76,36.86,,10-23
2472,000506,中润资源,-0.16,-165.12,,-9.22,,-14760.5,-165.12,,10-23
2473,600867,通化东宝,0.21,5.0,,10.44,,21932.87,16.47,,10-23
2474,300069,金利华电,0.15,-21.05,4.2,3.67,-0.48,1781.79,-20.29,,10-23
2475,300177,中海达,0.16,-52.52,2.43,6.93,-0.14,6650.01,-4.55,,10-23
2476,002587,奥拓电子,0.21,-41.67,,8.05,,4715.93,19.97,,10-23
2477,300114,中航电测,0.26,11.34,5.5,4.88,0.38,4120.45,11.34,,10-23
2478,000537,广宇发展,0.48,11.63,,14.88,,24593.17,11.51,,10-23
2479,002727,一心堂,1.04,16.17,,15.99,,22537.88,29.1,,10-23
2480,600389,江山股份,0.95,-19.43,,14.81,,18879.23,-19.44,,10-23
2481,000951,中国重汽,0.88,39.68,,8.82,,36997.03,39.74,,10-23
2482,002169,智光电气,0.08,76.27,,3.87,,2218.05,76.33,,10-23
2483,000509,华塑控股,0.01,-113.47,,16.0,,1222.14,-144.47,,10-23
2484,300116,坚瑞消防,-0.02,63.0,1.97,-0.82,-0.08,-390.37,132.05,,10-23
2485,000833,贵糖股份,-0.08,-57.89,,-2.95,,-2384.96,-56.7,,10-23
2486,000897,津滨发展,0.01,-113.85,,1.73,,2270.34,-113.88,,10-23
2487,002609,捷顺科技,0.2,-16.51,,7.72,,5821.06,33.48,,10-23
2488,600268,国电南自,-0.28,150.22,,-7.67,,-17744.2,149.43,,10-23
2489,603010,万盛股份,0.45,-23.73,,14.0,,3401.28,-22.67,,10-23
2490,600297,广汇汽车,0.08,-10.06,,2.82,,2709.38,-10.06,,10-23
2491,002193,山东如意,0.08,300.0,,1.97,,1336.54,454.95,,10-23
2492,300136,信维通信,0.18,-150.69,2.46,7.52,0.01,4890.37,-203.11,,10-23
2493,300228,富瑞特装,1.34,8.96,8.95,16.16,0.82,18125.51,9.59,,10-23
2494,300388,国祯环保,0.6,,8.53,7.67,0.5,4232.02,1.63,,10-23
2495,300110,华仁药业,0.09,-54.89,2.22,3.92,0.12,5765.52,-30.35,,10-23
2496,002657,中科金财,0.32,-8.57,,5.63,,4061.03,35.49,,10-23
2497,002543,万和电气,0.51,0.0,,8.68,,22659.39,10.39,,10-23
2498,300034,钢研高纳,0.24,-15.25,3.33,7.44,-0.14,7754.47,27.08,,10-23
2499,000856,冀东装备,-0.13,44.44,,-6.16,,-3031.67,52.11,,10-23
2500,000158,常山股份,-0.09,30.3,,-2.57,,-6187.34,30.49,,10-23
2501,300275,梅安森,0.21,-50.0,4.12,5.2,-0.26,3544.22,-48.13,,10-23
2502,300223,北京君正,-0.01,-106.32,10.25,-0.12,-0.01,-129.23,-106.33,,10-23
2503,000782,美达股份,-0.07,-470.0,,-3.89,,-3921.72,-566.36,,10-23
2504,600226,升华拜克,0.24,200.0,,6.92,,9677.74,195.36,,10-23
2505,300319,麦捷科技,0.35,-16.67,2.52,5.81,0.06,1872.82,-15.94,,10-23
2506,300336,新文化,0.38,-43.57,4.94,7.77,-0.82,7259.11,12.93,,10-23
2507,000530,大冷股份,0.27,0.0,,5.01,,9623.0,1.26,,10-23
2508,300373,扬杰科技,0.54,-48.57,4.23,13.67,0.15,8793.41,21.78,,10-23
2509,000638,万方发展,-0.0,-60.34,,-0.64,,-142.95,-60.1,,10-23
2510,300401,花园生物,0.36,16.13,7.77,4.36,-0.02,2451.81,17.77,,10-23
2511,300339,润和软件,0.24,-29.41,4.73,7.21,-0.33,5722.45,8.88,,10-23
2512,300106,西部牧业,0.19,-20.83,3.91,4.98,0.05,3121.71,11.11,,10-23
2513,300236,上海新阳,0.42,61.54,7.33,5.87,0.06,4813.02,119.61,,10-23
2514,002595,豪迈科技,0.95,-21.01,,15.78,,38172.45,57.98,,10-23
2515,600400,红豆股份,0.04,0.0,,1.65,,2317.19,5.46,,10-23
2516,300053,欧比特,0.08,-35.48,3.24,2.5,-0.14,1601.78,-35.58,,10-23
2517,300332,天壕环境,0.27,12.5,4.19,6.53,0.0,8552.04,9.79,,10-23
2520,002398,建研集团,0.64,-4.48,,9.94,,16855.52,-4.6,,10-23
2544,600312,平高电气,0.37,45.49,4.92,8.84,,42528.92,102.09,,10-22
2545,300016,北陆药业,0.2,22.91,1.99,10.28,0.12,6090.49,24.45,,10-22
2546,600135,乐凯胶片,0.07,-27.31,,2.55,,2503.49,-27.28,,10-22
2547,000967,上风高科,0.12,-33.14,,3.09,,3050.51,-27.81,,10-22
2548,000420,吉林化纤,0.25,-154.04,,56.35,,9546.14,-154.03,,10-22
2549,002271,东方雨虹,1.17,74.63,,21.36,,42889.33,84.86,,10-22
2550,300163,先锋新材,0.13,-40.91,4.24,3.1,0.25,2059.21,18.34,,10-22
2551,002649,博彦科技,0.63,10.53,,7.13,,10424.94,21.64,,10-22
2552,600580,卧龙电气,0.21,26.98,,6.33,,23099.59,27.0,,10-22
2553,002726,龙大肉食,0.44,-22.81,,7.34,,7938.16,-15.53,,10-22
2554,000922,佳电股份,0.27,50.0,,8.73,,14118.25,50.05,,10-22
2555,300175,朗源股份,0.21,624.14,1.74,12.91,0.27,9972.55,629.64,,10-22
2556,300067,安诺其,0.23,-0.09,2.59,9.2,-0.03,7524.51,103.61,,10-22
2557,000938,紫光股份,0.37,26.37,,6.06,,7609.59,26.61,,10-22
2558,300337,银邦股份,0.14,-58.91,4.62,3.06,-0.03,5219.38,-18.84,,10-22
2559,002589,瑞康医药,0.59,-44.16,,7.63,,12912.75,29.58,,10-22
2560,600348,阳泉煤业,0.18,-43.75,,2.76,,42238.42,-44.34,,10-22
2561,002217,合力泰,0.13,-175.18,,9.46,,11721.36,-306.19,,10-22
2562,300162,雷曼股份,0.19,56.25,5.58,3.39,0.02,2513.06,53.53,,10-22
2563,600011,华能国际,0.71,9.23,,15.32,,999554.97,8.8,,10-22
2564,002709,天赐材料,0.43,-18.87,,5.47,,5050.84,-4.04,,10-22
2565,300165,天瑞仪器,0.28,-0.57,9.55,2.94,0.03,4306.53,-0.57,,10-22
2566,300080,易成新能,0.11,585.35,6.42,1.71,0.04,5494.16,694.71,,10-22
2567,002658,雪迪龙,0.44,69.23,,10.0,,12232.86,74.27,,10-22
2568,300304,云意电气,0.61,-10.29,9.4,7.12,0.33,6081.56,-11.17,,10-22
2569,000568,泸州老窖,0.89,-53.94,,12.43,,124681.7,-53.82,,10-22
2570,600256,广汇能源,0.3,151.91,,15.41,,155323.28,150.38,,10-22
2571,002552,宝鼎重工,0.03,-50.0,,1.27,,1020.68,10.03,,10-22
2572,000598,兴蓉环境,0.23,4.55,,9.52,,67290.81,7.69,,10-22
2573,000737,南风化工,-0.28,206.6,,-57.87,,-15295.36,206.49,,10-22
2574,600702,沱牌舍得,0.02,-18.92,,0.27,,607.62,-18.85,,10-22
2575,000628,高新发展,-0.05,194.12,,-5.91,,-1193.79,226.26,,10-22
2576,000417,合肥百货,0.37,-18.7,,9.24,,28887.72,-18.69,,10-22
2577,000069,华侨城A,0.39,-3.01,,11.23,,281370.12,-3.11,,10-22
2578,600173,卧龙地产,0.1,-1.02,,4.72,,7036.44,-0.59,,10-22
2579,002226,江南化工,0.4,-19.61,,6.26,,15872.4,-19.02,,10-22
2580,002109,兴化股份,-0.22,-300.0,,-6.32,,-8032.67,-298.95,,10-22
2581,000033,*ST新都,-0.06,148.88,,-6.96,,-1828.6,149.07,,10-22
2582,000548,湖南投资,0.04,40.74,,1.27,,1874.14,37.92,,10-22
2583,000679,大连友谊,0.32,-25.3,,7.38,,11267.23,-25.19,,10-22
2584,000968,煤气化,-1.02,69.63,,-20.76,,-52488.05,69.64,,10-22
2585,300009,安科生物,0.28,3.82,2.42,12.12,0.23,8208.89,26.44,,10-22
2586,000587,金叶珠宝,0.21,-8.7,,9.11,,11223.2,-11.31,,10-22
2587,300019,硅宝科技,0.36,5.05,3.48,10.62,0.27,5902.99,5.05,,10-22
2588,300185,通裕重工,0.08,33.33,3.89,2.16,-0.23,7560.91,38.7,,10-22
2589,000607,华媒控股,0.01,-50.0,,1.77,,665.54,-51.99,,10-22
2590,000040,宝安地产,0.03,-84.04,,1.13,,1431.01,-83.83,,10-22
2591,002671,龙泉股份,0.27,-44.9,,8.71,,11865.8,28.86,,10-22
2592,600422,昆药集团,0.6,24.16,,10.93,,20316.58,24.17,,10-22
2593,300260,新莱应材,0.08,-40.16,6.43,1.19,-0.2,764.61,-39.87,,10-22
2594,600801,华新水泥,0.54,-10.0,,8.97,,81495.58,46.01,,10-22
2595,000593,大通燃气,0.03,-72.82,,1.16,,777.56,-66.11,,10-22
2596,300135,宝利国际,0.1,-36.54,2.24,4.46,-0.03,5061.17,-36.78,,10-22
2597,002700,新疆浩源,0.33,-32.39,,11.33,,7826.19,36.64,,10-22
2598,000678,襄阳轴承,0.04,3400.0,,1.39,,1490.06,2620.56,,10-22
2599,002063,远光软件,0.31,-12.17,,8.32,,14236.4,-11.87,,10-22
2600,002527,新时达,0.41,-19.08,,9.07,,14887.93,21.12,,10-22
2601,601139,深圳燃气,0.29,-3.65,2.67,11.31,0.41,58270.21,-2.12,,10-22
2602,002568,百润股份,0.29,45.0,,7.07,,4687.3,46.73,,10-22
2603,600212,江泉实业,-0.02,-440.0,1.99,-0.85,-0.19,-868.76,-427.42,,10-22
2604,002499,科林环保,0.05,-27.86,,1.03,,681.34,-18.86,,10-22
2605,002108,沧州明珠,0.35,9.38,,10.02,,12039.23,10.44,,10-22
2606,000811,烟台冰轮,0.25,-34.21,,6.43,,9983.44,-33.58,,10-22
2607,601908,京运通,0.15,36.36,,3.39,,12638.13,37.98,,10-22
2629,600987,航民股份,0.44,22.19,,12.4,,27607.55,21.93,,10-21
2630,603288,海天味业,1.03,-39.41,,25.0,,153280.03,27.17,,10-21
2631,000423,东阿阿胶,1.41,7.27,,17.6,,92312.97,7.27,,10-21
2632,002408,齐翔腾达,0.52,-3.7,,8.51,,29223.14,-4.01,,10-21
2633,002087,新野纺织,0.1,-16.74,,2.78,,5275.09,-16.73,,10-21
2634,300039,上海凯宝,0.43,-8.21,2.76,16.39,0.39,27447.61,10.15,,10-21
2635,002547,春兴精工,0.27,170.0,,9.25,,7654.9,183.44,,10-21
2636,000948,南天信息,-0.14,-28.06,,-2.52,,-3489.34,-23.42,,10-21
2637,300052,中青宝,0.11,10.0,3.77,2.92,0.09,2791.37,2.33,,10-21
2638,300354,东华测试,0.03,-72.91,3.79,0.87,-0.16,286.18,-64.8,,10-21
